Keywords,Sentence
service,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
MTV,"Mtv briefly returned to its original music video format, and aired hours of my music videos, with live news specials featuring reactions from MTV personalities and other celebrities.Jackson's memorial was held on July 7, 2009, at the Staples Center in Los Angeles, preceded by a private family service at Forest Lawn Memorial Park's Hall of Liberty."
received,"Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
tickets,"Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
fans,"Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
applied,"Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
drawn,"Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
recipients,"Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
"8,750","Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
1.6 million,"Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
two,"Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
memorial;,"Over 1.6 million fans applied for tickets to the memorial; the 8,750 recipients were drawn at random, and each received two tickets."
estimated,"The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
31.1 million,"The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
events,"The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
audience,"The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
an estimated 2.5 to 3,"The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
US,"The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
service,"The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
"Wonder,","The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
streaming,"The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
watched,"The memorial service was one of the most watched events in streaming history, with an estimated US audience of 31.1 million and a worldwide audience of an estimated 2.5 to 3 billion.Mariah Carey, Stevie Wonder,"
Queen Latifah,"Lionel Richie, Jennifer Hudson, and Shaheen Jafargholi performed at the memorial, and Smokey Robinson and Queen Latifah gave eulogies."
Lionel,"Lionel Richie, Jennifer Hudson, and Shaheen Jafargholi performed at the memorial, and Smokey Robinson and Queen Latifah gave eulogies."
performed,"Lionel Richie, Jennifer Hudson, and Shaheen Jafargholi performed at the memorial, and Smokey Robinson and Queen Latifah gave eulogies."
"Hudson,","Lionel Richie, Jennifer Hudson, and Shaheen Jafargholi performed at the memorial, and Smokey Robinson and Queen Latifah gave eulogies."
Smokey Robinson,"Lionel Richie, Jennifer Hudson, and Shaheen Jafargholi performed at the memorial, and Smokey Robinson and Queen Latifah gave eulogies."
